0.795760, 0.686950, 1.000000
0.603580, 0.472450, 2.000000
0.676250, 0.804570, 1.000000
0.650130, 0.316380, 2.000000
0.686280, 0.636930, 2.000000
0.287000, 0.468140, 2.000000
0.667730, 0.311550, 2.000000
0.624800, 0.399220, 2.000000
0.791290, 0.443350, 1.000000
0.345440, 0.859540, 1.000000
0.596550, 0.560290, 2.000000
0.398680, 0.476050, 1.000000
0.355180, 0.772380, 1.000000
0.329050, 0.587720, 1.000000
0.221260, 0.282650, 2.000000
0.766900, 0.685890, 1.000000
0.426470, 0.668460, 1.000000
0.424030, 0.759200, 1.000000
0.145750, 0.482390, 2.000000
0.205230, 0.410590, 2.000000
0.656480, 0.372950, 2.000000
0.688530, 0.414660, 2.000000
0.707390, 0.504140, 1.000000
0.592350, 0.541230, 2.000000
0.684690, 0.222100, 2.000000
0.424130, 0.559420, 1.000000
0.767430, 0.588810, 1.000000
0.462020, 0.913710, 1.000000
0.681240, 0.400180, 2.000000
0.258580, 0.306370, 2.000000
0.799350, 0.775700, 1.000000
0.719730, 0.516890, 1.000000
0.452240, 0.713240, 1.000000
0.304100, 0.369600, 2.000000
0.747350, 0.761430, 1.000000
0.684080, 0.434790, 2.000000
0.719460, 0.454130, 2.000000
0.784870, 0.486850, 2.000000
0.732750, 0.691490, 1.000000
0.406240, 0.644440, 1.000000
0.685550, 0.529890, 1.000000
0.494080, 0.651790, 1.000000
0.642870, 0.249040, 2.000000
0.641600, 0.576200, 1.000000
0.360570, 0.715610, 1.000000
0.716140, 0.698080, 1.000000
0.656200, 0.435330, 2.000000
0.827850, 0.780250, 1.000000
0.735160, 0.593800, 1.000000
0.579620, 0.578370, 2.000000
0.230460, 0.225320, 2.000000
0.705760, 0.416540, 1.000000
0.367450, 0.520060, 1.000000
0.685650, 0.391460, 2.000000
0.685740, 0.386740, 2.000000
0.730640, 0.254130, 2.000000
0.335930, 0.687750, 1.000000
0.583370, 0.600520, 1.000000
0.690580, 0.349780, 2.000000
0.470170, 0.779960, 1.000000
0.590610, 0.624710, 1.000000
0.564870, 0.170030, 2.000000
0.640820, 0.461660, 2.000000
0.711850, 0.681750, 1.000000
0.795820, 0.485990, 2.000000
0.761380, 0.326290, 2.000000
0.467020, 0.588870, 1.000000
0.301230, 0.840670, 1.000000
0.833550, 0.576100, 1.000000
0.773980, 0.535700, 1.000000
0.736810, 0.712610, 1.000000
0.838140, 0.698720, 1.000000
0.311140, 0.289750, 2.000000
0.365600, 0.319930, 2.000000
0.442670, 0.718950, 1.000000
0.525970, 0.672000, 1.000000
0.717850, 0.242870, 2.000000
0.324170, 0.443780, 2.000000
0.337800, 0.447110, 2.000000
0.759830, 0.583590, 1.000000
0.706850, 0.643830, 1.000000
0.492550, 0.431640, 2.000000
0.252450, 0.515390, 2.000000
0.178840, 0.444860, 2.000000
0.590770, 0.482740, 2.000000
0.461070, 0.771360, 1.000000
0.765420, 0.688660, 1.000000
0.479520, 0.855690, 1.000000
0.373020, 0.606910, 2.000000
0.563400, 0.683060, 1.000000
0.467940, 0.535160, 1.000000
0.655070, 0.430500, 1.000000
0.583450, 0.548420, 1.000000
0.473480, 0.724080, 1.000000
0.626900, 0.479500, 2.000000
0.224600, 0.109780, 2.000000
0.653270, 0.515850, 2.000000
0.541810, 0.439860, 2.000000
0.266510, 0.190580, 2.000000
0.250850, 0.338060, 2.000000
0.844880, 0.674670, 1.000000
0.213570, 0.447040, 2.000000
0.289910, 0.210460, 2.000000
0.160350, 0.239850, 2.000000
0.910590, 0.820850, 1.000000
0.301490, 0.263380, 2.000000
0.583390, 0.405070, 1.000000
0.280770, 0.271160, 2.000000
0.736750, 0.560810, 1.000000
0.300050, 0.196430, 2.000000
0.259240, 0.426960, 2.000000
0.353400, 0.600930, 1.000000
0.626190, 0.469090, 2.000000
0.309360, 0.344310, 2.000000
0.288220, 0.596440, 2.000000
0.748760, 0.493380, 1.000000
0.500580, 0.740310, 1.000000
0.259290, 0.815580, 2.000000
0.645860, 0.481200, 1.000000
0.750350, 0.316310, 2.000000
0.805830, 0.432420, 2.000000
0.745650, 0.512940, 1.000000
0.712690, 0.612450, 1.000000
0.459830, 0.735990, 1.000000
0.030000, 0.477570, 2.000000
0.445750, 0.646830, 1.000000
0.770740, 0.482340, 2.000000
0.453680, 0.599470, 1.000000
0.456940, 0.710560, 1.000000
0.419390, 0.677830, 1.000000
0.584300, 0.383740, 2.000000
0.679060, 0.836050, 1.000000
0.557630, 0.438130, 1.000000
0.429780, 0.879690, 1.000000
0.471300, 0.718500, 1.000000
0.213160, 0.485230, 2.000000
0.228140, 0.342680, 2.000000
0.487940, 0.720390, 1.000000
0.699340, 0.693600, 1.000000
0.143240, 0.477850, 2.000000
0.733810, 0.469080, 1.000000
0.808480, 0.677880, 1.000000
0.516340, 0.412880, 2.000000
0.179530, 0.346660, 2.000000
0.446060, 0.625040, 1.000000
0.252810, 0.374020, 2.000000
0.665620, 0.363520, 1.000000
0.183860, 0.471660, 2.000000
0.626670, 0.472420, 2.000000
0.376460, 0.629740, 1.000000
0.397420, 0.682010, 1.000000
0.706660, 0.343300, 2.000000
0.728420, 0.610480, 1.000000
0.443400, 0.623900, 1.000000
0.754210, 0.404980, 2.000000
0.795470, 0.696250, 1.000000
0.526210, 0.594930, 1.000000
0.583880, 0.383040, 2.000000
0.322700, 0.333320, 2.000000
0.458470, 0.772900, 1.000000
0.431610, 0.666440, 1.000000
0.673300, 0.294850, 2.000000
0.298120, 0.346730, 2.000000
0.502630, 0.766030, 1.000000
0.558190, 0.382930, 2.000000
0.325270, 0.610830, 1.000000
0.340440, 0.555120, 2.000000
0.521970, 0.851650, 1.000000
0.319710, 0.514240, 1.000000
0.707430, 0.503250, 2.000000
0.293430, 0.337110, 2.000000
0.713490, 0.564630, 1.000000
0.199190, 0.225560, 2.000000
0.361570, 0.619220, 1.000000
0.629920, 0.366280, 2.000000
0.359860, 0.698040, 1.000000
0.368420, 0.765760, 1.000000
0.757460, 0.484120, 1.000000
0.153310, 0.135670, 2.000000
0.334840, 0.184240, 2.000000
0.370330, 0.261240, 2.000000
0.510420, 0.565850, 1.000000
0.911850, 0.486970, 1.000000
0.187370, 0.346970, 2.000000
0.464570, 0.609720, 1.000000
0.735430, 0.446660, 2.000000
0.683540, 0.428930, 2.000000
0.664000, 0.468180, 1.000000
0.256210, 0.615060, 2.000000
0.161550, 0.226030, 2.000000
0.193460, 0.261480, 2.000000
0.648570, 0.650550, 2.000000
0.684910, 0.743090, 1.000000
0.415170, 0.435890, 1.000000
0.733680, 0.245500, 2.000000
0.673270, 0.397440, 2.000000
0.680940, 0.511280, 1.000000
0.199440, 0.030000, 2.000000
0.763690, 0.402730, 1.000000
0.398160, 0.607650, 1.000000
0.243410, 0.243200, 2.000000
0.203520, 0.536210, 2.000000
0.461910, 0.604440, 1.000000
0.682190, 0.786010, 1.000000
0.322890, 0.674700, 1.000000
0.147370, 0.284980, 2.000000
0.521240, 0.391250, 2.000000
0.706470, 0.659330, 1.000000
0.778840, 0.444900, 1.000000
0.383120, 0.652160, 1.000000
0.329260, 0.455070, 2.000000
0.267260, 0.373200, 2.000000
0.402330, 0.599940, 1.000000
0.818770, 0.451350, 1.000000
0.520840, 0.545670, 1.000000
0.679140, 0.487850, 2.000000
0.572850, 0.272290, 2.000000
0.504060, 0.574880, 1.000000
0.754570, 0.725900, 1.000000
0.724960, 0.348350, 2.000000
0.249920, 0.296990, 2.000000
0.636830, 0.792100, 1.000000
0.266890, 0.489190, 2.000000
0.139030, 0.493980, 2.000000
0.826280, 0.682880, 1.000000
0.815000, 0.355260, 1.000000
0.577210, 0.385160, 2.000000
0.327820, 0.559970, 2.000000
0.215760, 0.621740, 2.000000
0.713950, 0.471060, 1.000000
0.291630, 0.086547, 2.000000
0.762540, 0.217040, 2.000000
0.809690, 0.231700, 2.000000
0.652290, 0.656620, 2.000000
0.656950, 0.278780, 2.000000
0.405810, 0.509260, 1.000000
0.650400, 0.516240, 2.000000
0.343560, 0.574060, 2.000000
0.791570, 0.599960, 1.000000
0.714320, 0.439770, 2.000000
0.611060, 0.284760, 2.000000
0.795160, 0.318780, 2.000000
0.247400, 0.407430, 2.000000
0.380380, 0.672320, 1.000000
0.358130, 0.585840, 1.000000
0.750470, 0.609200, 1.000000
0.230270, 0.324090, 2.000000
0.238540, 0.222880, 2.000000
0.731950, 0.534920, 1.000000
0.696790, 0.648810, 1.000000
