-0.796472,-0.538789,1
1.07415,0.283016,1
-0.0882453,-0.0154108,1
0.238279,-0.0570198,1
0.708839,0.165585,1
0.163807,-0.0402066,1
-0.200248,0.692106,1
0.0641332,-0.47997,1
-0.388032,-0.415745,1
-0.751184,0.672181,1
-0.607715,-0.814858,1
0.26011,0.335198,1
-0.546444,0.251202,1
0.101309,0.424941,1
0.436923,0.784839,1
-0.0189449,0.603242,1
-0.476297,0.00590647,1
0.199583,-0.177538,1
-0.981166,0.472785,1
0.129555,0.156186,1
0.824547,-0.69325,1
0.223874,-0.0875816,1
-0.601323,-0.569979,1
0.762652,0.387553,1
0.120625,0.537594,1
3.01053,-0.212716,2
3.79178,-0.0714351,2
3.97677,0.0425788,2
4.21977,-0.737742,2
4.7352,-0.275757,2
4.29667,-0.0791719,2
3.9759,-0.0661088,2
4.04327,-0.0410543,2
4.01564,0.0331227,2
4.27207,0.113586,2
4.6347,-0.377884,2
3.72788,-0.705706,2
4.55564,-0.0716247,2
3.92393,-1.42917,2
3.11443,-0.239851,2
4.30702,-0.107685,2
4.29674,0.60503,2
4.03765,0.00249412,2
5.15323,0.276954,2
4.29675,0.152049,2
4.00786,-0.0671036,2
3.69175,-0.550353,2
2.87988,0.363631,2
3.74257,1.18664,2
3.97348,0.506361,2
8.32419,-1.17856,3
7.73708,1.44513,3
7.1999,0.28729,3
8.07462,0.337588,3
7.54879,-0.310762,3
7.56662,-0.704622,3
9.24661,-0.121555,3
8.81637,0.276002,3
8.64203,0.415519,3
7.44744,-0.46857,3
7.41791,0.548326,3
8.29063,-0.846479,3
7.9532,-0.955921,3
7.6995,0.31141,3
7.61241,0.37876,3
7.76966,-0.232545,3
8.11709,0.103819,3
7.90047,-0.517087,3
7.65481,-0.248699,3
8.65947,-0.370796,3
7.81227,0.269439,3
8.38809,-0.17127,3
7.56891,0.538494,3
7.61015,0.278909,3
7.84017,-0.790742,3
12.2809,0.303709,4
11.1523,-0.336136,4
11.3569,-0.497622,4
12.4477,-0.291661,4
11.7262,0.552916,4
12.3093,-0.279156,4
11.9166,0.447148,4
12,0.00645392,4
13.0704,0.591449,4
11.6717,0.569751,4
11.4784,0.698509,4
12.8676,-0.979057,4
12.503,-0.280088,4
11.4247,0.0910561,4
13.0199,-0.0895692,4
12.9604,0.265662,4
12.1187,-0.110861,4
13.0311,-0.226739,4
11.2842,0.562014,4
12.2879,0.234708,4
11.9574,-0.36161,4
12.3445,-0.725916,4
12.8942,0.145759,4
11.6446,-0.416159,4
11.6631,-1.54415,4
15.6993,-0.416461,5
15.9364,0.338083,5
16.6751,-0.141313,5
16.273,0.777651,5
15.7235,0.742506,5
15.8778,-0.186271,5
15.5987,-0.302537,5
16.8896,1.03886,5
15.4213,-0.609232,5
